word,category
"concerning,prep.- 에 관한 , 관련된",TOEIC
v. *고문하다*,SUNEUNG
"scrap,까지다 찢어지다",GTELP
"fit,v.- 에 들어 맞다 . 적합 하다 adj . 적합한 , 적임 의",TOEIC
"prove,v. *입증하다, ~으로 판명되다*",SUNEUNG
"n. 경이, 경탄",SUNEUNG
"race,v. *경주[경쟁]하다*",SUNEUNG
"disclaimer,권리 포기 각서, 부인",TOEFL
"compulsive,a. *강제적인, 강박의*",SUNEUNG
"prime,가장 중요한, 최상의, 전성기",TOEFL
"relax,긴장을 풀다",GTELP
"악의 있는, 해로운",TOEFL
"remind,떠오르게 하다",GTELP
"hinder,Vt. 방해하다, 저지하다",TOEFL
"insolvency,지불불능, 파산",TOEFL
"enforce,시행하다, 집행하다",TOEFL
"founder,설립자, 참수하여 침몰하다, 실패하다",TOEFL
"extirpate,제거하다, 없애다",TOEFL
"summarize,v. *요약하다*",SUNEUNG
"leaves,잎들",TOEFL
"recycle,재활용하다, 재생하다",TOEFL
"taste,기호 취향",GTELP
"break,밝히다, 알리다",TOEFL
"headache,두통",GTELP
"coincidence,n. *우연의 일치, 동시에 일어난 사건*",SUNEUNG
"persuade,설득하다",GTELP
"rise to fame,명성을 얻다",GTELP
"obsess,v. *강박 관념을 갖다,* (망상이) 사로잡다",SUNEUNG
"slim plates,가느다란 판",GTELP
"solar,태양의",GTELP
v. *헝겊 조각을 붙이다*,SUNEUNG
"cooperatively,adv . 협력 하여",TOEIC
v. *총계가 ~이 되다*,SUNEUNG
"view A as B A B,를 로 여기다",GTELP
"breakthrough,돌파구; (과학 등) 큰 발전, 약진",TOEFL
"consanguineous,혈족의, 동족의",TOEFL
"prejudice,n. *편견, 선입관*",SUNEUNG
"for instance,예를 들어",GTELP
"commence,시작하다, 개시하다",TOEFL
"sepulchral,무덤의, 무덤 같은, 음산한",TOEFL
"meditative,명상에 잠긴",TOEFL
"deeply,짙게 몹시",GTELP
"loyalty,n . 충성 ( 심 ) : 충실",TOEIC
"harm,v. *해치다*",SUNEUNG
"for some time,얼마동안",GTELP
"apparent,a. *분명한, 명백한*",SUNEUNG
"mired,곤경에 빠진",TOEFL
"trophy,트로피",GTELP
n. *부상*,SUNEUNG
"radiate,방출하다 빛을 발하다",GTELP
"prolix,(말이나 글이) 장황한, 지루하게 긴",TOEFL
"accomplishment,성취, 업적",TOEFL
"purpose,목적",GTELP
"artificial,인공적인",TOEFL
"hill,언덕",GTELP
"distribution,n . 배포 , 유통 , 분배",TOEIC
"offspring,n. *자식, 새끼,* 성과",SUNEUNG
"crush,v. *분쇄하다, 뭉개다*",SUNEUNG
"ephemeral,일시적인, 덧없는",TOEFL
"garner,얻다, 모으다, amass",TOEFL
"beneficial,유익한, 이로운",TOEFL
"creativity,창조성",GTELP
"decipher,(암호, 수수께끼) 풀다, 해독하다",TOEFL
"relationship,관계",GTELP
"educate,교육시키다",GTELP
"tablet,n. <의학> *정제, 알약,* 평평한 판",SUNEUNG
"saunter,산책하다",TOEFL
"accumulate,v. *모으다, 축적하다*",SUNEUNG
"adjustment,n . ( 약간 의 ) 수정 , 조정",TOEIC
"depress,우울하게 만들다",GTELP
"complacent,자기만족에 빠진, 자아도취에 빠진",TOEFL
"expect,기대하다",GTELP
"draft,초고, 초안",TOEFL
"executive,n . 간부 , 임원 , 중역",TOEIC
"photograph,사진",GTELP
"perplex,혼란스럽게 하다,놀라게 하다",TOEFL
"nominate,지명하다, 임명하다",TOEFL
"concentration of sth,( 무엇이 한 곳에 모이는 ) 집중",TOEIC
"anthropology,n. *인류학*",SUNEUNG
"inextricable,빠져나갈 수 없는, 풀리지 않는",TOEFL
"provide,v . 제공 하다 . 주다",TOEIC
"overdue,a. 미납의, 지불기한이 넘은",TOEFL
"lucidly,알기 쉽게, 명료하게",TOEFL
"carnage,대학살, 살육",TOEFL
"persuade,v. *설득하다*",SUNEUNG
"creature,n. *생물, 피조물*",SUNEUNG
"fascinate,v. *매혹하다, 마음을 빼앗다*",SUNEUNG
"sunset,해질 녘 일몰",GTELP
v. *지레를 쓰다*,SUNEUNG
"insufficient,adj 불충분 한 , 부족한",TOEIC
"prevalent,일반적인, 널리 퍼져있는",TOEFL
"ecosystem,n. *생태계*",SUNEUNG
"forward,v . 보내다 . 전달 하다",TOEIC
"unpleasantly,불쾌하게",GTELP
"shred,v. *갈기갈기 찢다, 째다*",SUNEUNG
"avoid,피하다",TOEFL
n. *잠재력*,SUNEUNG
"navigate,v. (배 · 비행기를) *조종하다, 항해하다, 길을 찾다*",SUNEUNG
"involuntary,무의식적인",TOEFL
"develop,발달하다",GTELP
"v. *강조하다*, 압력을 주다",SUNEUNG
"scope,n. (관찰 · 활동의) *범위, 시야*",SUNEUNG
"administer,v. *관리하다, 운영하다,* 통치하다",SUNEUNG
"be familiar with,~에 익숙하다",TOEIC
"native,출생의 출생지의 본국의 제나라의 토산의 그 토지 에서 태어난산출되는 원산의 토착의 그 지방 고유의",GTELP
"be about to v,막 ~ 하려고 하다",TOEIC
"clarify,v . 명확 하게 하다",TOEIC
"soak,v.- 을 홈뻑 적시다",TOEIC
"recently,adv . 최근에",TOEIC
"culinary,adj . 요리 의 , 주방 의",TOEIC
a. *평생의*,SUNEUNG
"judicial,사법의, 재판의",TOEFL
"sneak,v. *살금살금 움직이다, 몰래 움직이다*",SUNEUNG
"n. *지배, 규칙*",SUNEUNG
"perfunctory,형식적인, 기계적인",TOEFL
"trash,쓰레기",GTELP
"demonstration,n . 시범 설명 , 시연",TOEIC
"reward,n. *보수*",SUNEUNG
"skill,n . 기술 , 능력",TOEIC
"dedicated,전념하는, 헌신적인",TOEFL
"decline,v. (정중히) *거절하다,* 하락하다, 쇠퇴하다",SUNEUNG
"over there,저쪽에",GTELP
"intact,손상되지 않은",TOEFL
"proclaim,v. *선언하다,* 증명하다",SUNEUNG
"subscribe,v. *정기 구독하다*",SUNEUNG
"involve,v. *포함하다, 수반하다,* (사건 등에)*말려들게 하다*",SUNEUNG
"attract,v . ( 사람 / 관심 ) 끌다 . 끌어 모으다",TOEIC
"aside,ad. *옆에, 제쳐 두고*",SUNEUNG
"fruitlessly,헛되이, 효과 없이 in vain",TOEFL
"morality,도덕성",GTELP
v. *특권을 주다*,SUNEUNG
"experience,n . 경험 v . 경험 하다 . 겪다",TOEIC
"advertising agency,광고 업체",TOEIC
"access,v . ~ 에 들어가다 . 접근 하다 : 접속 하다 n . 접근 ( 권 ) , 입장",TOEIC
"amount,n. *총계, 양*",SUNEUNG
"at almost twice the rate,거의 배 비율",GTELP
"purchase,n . 구입 ( 한 것 ) v . 구입 하다 . 사다",TOEIC
"2.(병의)증후,증상;반점",TOEFL
"plunge,뛰어들다, 돌진하다",TOEFL
"look for,을 찾다",GTELP
"rewarding effort,보람 있는 노력",TOEIC
"prowl,배회하다, 돌아다니다",TOEFL
"committed,ad . 헌신적 인 , 전념 하는",TOEIC
"experiential,adj . 경험 에 의한 , 경험 의",TOEIC
"major,주요한",GTELP
"vivid,a. *생생한*",SUNEUNG
"forsake,저버리다, 포기하다, 버리다",TOEFL
"occasion,n. *경우, 특별한 일*",SUNEUNG
"enlarge,크게 하다, 확장하다",TOEFL
v. 면허[인가]를 내주다,SUNEUNG
"pursuit,추구",GTELP
"current,n. *해류, 흐름*",SUNEUNG
"friendly,우호적인",GTELP
"rude,무례한",GTELP
"area,지역",GTELP
"international flights,X4",TOEIC
"eject,~을 쫓아내다, 배출하다",TOEFL
"satisfy,만족시키다",GTELP
"external,a. *외부의*",SUNEUNG
"redeem,보상하다, (벌점) 만회하다, 구해주다; (권리, 재산 등) 회복하다, 만회하다, 되찾다",TOEFL
"framework,n. *하부 구조, 뼈대, 틀*",SUNEUNG
v. *비난하다*,SUNEUNG
"add,덧붙여 말하다",GTELP
a. 편집자의,SUNEUNG
"tide,n. *조수*(潮水)",SUNEUNG
"flexibility,유연성",GTELP
"rudiments,기초, 기본",TOEFL
"stiffen,v. *굳어지다*",SUNEUNG
"innovation,혁신, 쇄신",TOEFL
"likewise,ad. *마찬가지로*",SUNEUNG
"dissolve,v. *용해하다,* 해산하다, 해소하다",SUNEUNG
"elicit,이끌어내다, 도출하다",TOEFL
"conference,n. *회담, 회의*",SUNEUNG
v. *토론하다*,SUNEUNG
"descent,하강, 혈통",TOEFL
"evil,나쁜 사악한",GTELP
"receipt,n . 영수증 ( 가산 명사 ) : 수령 ( 불가 산 명사 )",TOEIC
"flatter,아첨하다",TOEFL
"chore,n. *집안일, 허드렛일*",SUNEUNG
"operation,n . 사업 , 영업 , 운영 : 수술 : 작동",TOEIC
"punctual,ad , 시간 을 잘 지키는 , 시간 을 엄수 하는",TOEIC
"ludicrous,웃기는, 터무니 없는",TOEFL
"consciousness,n . 의식 , 자각",TOEIC
"chart,도표 그림",GTELP
"dart,돌진하다, 날아가다",TOEFL
"way to V,- 할 방법",TOEIC
"pillar,n. *기둥*",SUNEUNG
"discrepancy,불일치, 차이, 어긋남",TOEFL
"garbage,쓰레기",GTELP
"offspring,자식, 자손",TOEFL
"flame,불꽃",GTELP
"affect,v . 영향 을 미치다 . ( 불리 하게 ) 작용 하다",TOEIC
"maul,상처를 입히다",TOEFL
v. *포고하다*,SUNEUNG
n. *우편*,SUNEUNG
"portray,그리다, 묘사하다",TOEFL
"crime,n. *범죄*",SUNEUNG
"compare,v. *비교하다*",SUNEUNG
"faint,희미한",TOEFL
"contribute to N/-ing,~에 기여하다",TOEIC
"president,대통령 장",GTELP
"provide,v. *공급하다, 준비하다*",SUNEUNG
"leniently,인자하게, 관대하게",TOEFL
"stick,막대기",GTELP
"somewhat close,다소 근접한",GTELP
"collect,모으다",GTELP
"serve,음식을 차려내다",GTELP
"ban,금지하다",TOEFL
"discipline,훈련 수양",GTELP
"fill,v . ( 일자리 에 사람 을 ) 채우다 ; ( 주문 대로 ) 이행 하다",TOEIC
"document,문서",GTELP
"masquerade,v. 가장하다",TOEFL
"postpone,v. *연기하다, 뒤로 미루다*",SUNEUNG
"select,선택하다",GTELP
"cultural events,문화 행사",GTELP
"complacent,a. (스스로) *만족해하는,* 현실에 안주하는",SUNEUNG
"temperature,기온",GTELP
"intercede,중재하다",TOEFL
"indifferent,a. *무관심한*",SUNEUNG
"testimonial,n . 추천 글 , 추천서",TOEIC
"improvement,n . 개량 , 개선 , 향상",TOEIC
"punctual,시간을 엄수하는",TOEFL
"v. *이중으로 하다, 복제하다*",SUNEUNG
"comment,논평, 견해",TOEFL
"material,n . 재료 , 자료 : 물질",TOEIC
"copper,n. *구리*",SUNEUNG
"benefit,v . 혜택 ( 이득 ) 을 보다 유익 하다 n . 혜택 , 이득 , 수당",TOEIC
"spinoff,파생효과",TOEFL
"patch,n. *헝겊 조각,* 좁은 땅",SUNEUNG
"sheen,윤기, 광택",TOEFL
"attain,v. *달성하다*",SUNEUNG
"catholic,(취향이) 폭넓은, 보편적인",TOEFL
"radical,a. *과격한, 급진적인,* 근본적인",SUNEUNG
"hole,구멍",GTELP
"ownership,n . 소유 , 소유권",TOEIC
"informal,adj , 비공식 의 : 격식 에 얽매 이지 않는 , 편안한",TOEIC
"grimly,엄하게, 불길하게, 무섭게, 잔인하게",TOEFL
"bruise,n. *타박상, 멍*",SUNEUNG
"adverse,a. *거스르는, 반대의, 부정적인*",SUNEUNG
"congratulate,축하하다",GTELP
"rambling,어스렁거리는, 한가로이 걷는, 방랑성의, (말.글등이)산만한, 두서없는",TOEFL
"afflict,괴롭히다",TOEFL
v. *동의하다*,SUNEUNG
"attest,증명하다, 입증하다",TOEFL
"definitely,adv . 분명히 , 절대로",TOEIC
"prudent,현명한, 신중한; 검소한",TOEFL
"publicity,n . 홍보 , 광고 [ 선전 ] : 널리 알려져 있음 , 평판",TOEIC
"submit,v. *복종시키다, 복종하다,* 제출하다",SUNEUNG
"miser,구두쇠, 수전노",TOEFL
"mutuality,n . 상호 관계",TOEIC
"mutual,서로의, 공통의",TOEFL
"significant,adj . 상당한 , 중요한",TOEIC
"illusion,n. *환상, 착각*",SUNEUNG
"terrific,a. *굉장한, 훌륭한*",SUNEUNG
"accept,받아들이다 수용하다",GTELP
"supplement,n. *보충*",SUNEUNG
"for free,phr . 공짜 로 , 무료 로",TOEIC
"interval,n. *간격, 틈*",SUNEUNG
"punctilious,세심한, 꼼꼼한",TOEFL
v. *요청하다*,SUNEUNG
"imterpret,v. *통역하다, 해석하다*",SUNEUNG
"rave,1. 횡설수설 말하다",TOEFL
"headstrong,완고한, 고집 센",TOEFL
v. *균형을 이루다*,SUNEUNG
"edible,먹을 수 있는",TOEFL
"sojourn,Vi. 묵다, 체류하다; 일시 체재하다",TOEFL
"happen to Root,우연히 알게 되다",GTELP
"abrupt,a. *갑작스러운*",SUNEUNG
"sleuth,탐정, 형사",TOEFL
"consumer,소비자",GTELP
"attentive,adj , 주의 를 기울이는 : 신경 을 쓰는",TOEIC
"nerve,n. *신경*",SUNEUNG
"prehistoric,a. *선사 시대의*",SUNEUNG
"delegate,위임하다; (회의) 대표로 파견하다",TOEFL
"consider,고려하다",GTELP
"prompt,v . ( 어떤 일 이 일어나 도록 ) 하다 . 촉발 하다 . 유도 하다 adj . 즉각적인 : 신속한",TOEIC
"explorer,탐험가",GTELP
"compose,구성하다, (마음을) 가라앉히다",TOEFL
"agenda,n . 안건 , 의제 : 의사 일정",TOEIC
"contemporary,adj . 현대의 , 같은 시대의",TOEIC
"peak,최고",GTELP
"deposit,n . 계약금 , 보증금 , 예금 v . 예금 하다 . 보증금 을 내다",TOEIC
a. *실험실의*,SUNEUNG
"inactivity,비 활동",GTELP
"funeral,n. *장례식*",SUNEUNG
"inconvenient,ad . 불편한 , 곤란한",TOEIC
"abysmal,심연의, 매우 깊은; 끔찍한, 매우 나쁜",TOEFL
"financially,adv . 재정적 으로 , 금전적 으로",TOEIC
"commission,n . 수수료 , 커미션 : 위원회 v . ( 제작 / 일 을 ) 의뢰 하다 . 주문 하다",TOEIC
"absorb,v. *흡수하다,* (사람 · 마음을) 열중시키다",SUNEUNG
"activate,활성화하다",TOEFL
"sigh,한숨",GTELP
"explosion,폭발",GTELP
"amalgamate,합병시키다, 합하다",TOEFL
"rehearsal,n. *리허설,* 시연, 예행연습",SUNEUNG
"assess,v.- 을 평가 하다",TOEIC
v. *공상하다*,SUNEUNG
"odds and ends,잡동사니, 허드렛일",TOEFL
"list,목록",GTELP
"perform,수행하다",GTELP
"otherwise,그렇지 않으면",GTELP
"sanitation,n. *위생*",SUNEUNG
"interim,임시의",TOEFL
"unemployment,실직",GTELP
"worship,n. *예배, 숭배*",SUNEUNG
"collide,v. *충돌하다*",SUNEUNG
"manufacture,n. *제조, 제품*",SUNEUNG
"circumstance,n. *상황, 환경*",SUNEUNG
"audiovisual aid,시청각 도구",GTELP
"unsportsmanlike,스포츠맨 정신에 어긋나는",GTELP
"skimping,절약, 인색함",TOEFL
"sedentary,앉아서 일하는",TOEFL
"enemy,적 적군",GTELP
"nourish,v. *영양분을 주다, 기르다*",SUNEUNG
"motive,n. *동기* (행동의 원인)",SUNEUNG
"grudge,n. *원한, 유감*",SUNEUNG
"dour,시무룩한, 뚱한, 우울한",TOEFL
"theft,n. *도둑질,* <야구> 도루",SUNEUNG
"available,adj . ( 사람이 ) 시간 이 있는 , 비 는 , ( 사물이 ) 이용할 수 있는",TOEIC
"credential,n . 홀륭 한 경력 , 학력 . 자격 ( 성적 ) 증명서 v . 자격증 을 주다",TOEIC
"pragmatic,실용적인, 실용주의의",TOEFL
"processed foods,가공 식품",TOEIC
"charge,n . ( 상품 / 서비스 에 대한 ) 요금 : 책임 의무 : 충전 v . ( 요금 을 ) 청구 하다 . 맡기다 . 충전 하다",TOEIC
"commotion,소란, 소동",TOEFL
"survey,n . ( 설문 ) 조사 v . ( 설문 ) 조사 하다",TOEIC
"numerous,adj . 매우 많은",TOEIC
"trade,v. *교환하다*",SUNEUNG
"reach into,속으로 손을 뻗다",GTELP
"brochure,소책자",TOEFL
"urologist,비뇨기과 의사",TOEFL
"reduce to tiny bits,힘없이 무너지다",TOEFL
"construction,n . 건설 , 공사",TOEIC
"series,n. *연속, 시리즈물*",SUNEUNG
"take the place of,대체하다",GTELP
"directory,n . ( 이름 · 주소 등 의 ) 안내 책자 : ( 빌딩 의 ) 입주자 안내판",TOEIC
"document,서류",GTELP
"distinguished/renowned architect,뛰어난 / 유명한 건축가",TOEIC
n. *수선*,SUNEUNG
"perennially,1년 내내, 지속적으로",TOEFL
"helpful,adj . 도움 이 되는 , 유용한",TOEIC
"be inured to,~에 익숙해지다, 단련되다",TOEFL
"refuse,v. *거절하다*",SUNEUNG
"century,세기 년",GTELP
"region,n . 지역 , 지방",TOEIC
"fussy,까다로운, 지나치게 꼼꼼한",TOEFL
"extend,확장하다",GTELP
"oppress,v. *억압하다*",SUNEUNG
"merely,단지",GTELP
n. *머리글자* (이니셜),SUNEUNG
v. 입찰하다,SUNEUNG
"loath,~하기를 꺼리는",TOEFL
"encourage,격려하다 용기를 주다",GTELP
"assist,v. *도움을 주다*",SUNEUNG
"impending,임박한, 절박한",TOEFL
"equanimity,침착, 태연함",TOEFL
"comment,n. *논평,* 주석(註釋)",SUNEUNG
"discussion to V,- 할 수 있다",TOEIC
"knowledgeable,ad . ( 사람 수식 ) 아는 것이 많은 . 잘 아는",TOEIC
"doctor,조작하다",TOEFL
"centennial,100년마다의",TOEFL
"assertion,주장, 단언",TOEFL
"luminous,빛나는, 반짝이는",TOEFL
"greet,인사하다, 환영하다",TOEFL
v. *재검토하다*,SUNEUNG
"survival,n. *생존*",SUNEUNG
"assure,v. *보증하다, 확실하게 하다*",SUNEUNG
"lodging,숙박",GTELP
"anywhere,어느 곳에서나",GTELP
"devout,헌신적인, 독실한",TOEFL
"foster,촉진하다, 육성하다",TOEFL
"cause 결과,~ 을 초래 하다",TOEIC
"bone,뼈",GTELP
"relevant,a. *관련된, 적절한*",SUNEUNG
"recycle,재활용하다",GTELP
"expire,vi . 만료 되다 . 끝나다",TOEIC
"bulletin,n. *게시, 게시물*",SUNEUNG
"reproach,비난하다, 질책하다",TOEFL
"annual,a. *연례의,* 1년의, 1년간의",SUNEUNG
"opening,앞부분",GTELP
"amazingly,놀랍게",GTELP
"uncover,v. *폭로하다,* (비밀 등을) *알아내다*",SUNEUNG
"failure,실패 실수",GTELP
"the unique appeal,독특한 매력",GTELP
"laundry,n. *세탁물*",SUNEUNG
"hereditary,A. 1. 유전성의, 유전하는, 유전적인",TOEFL
"coordinate,v . 조정 하다 , 협력 하다",TOEIC
"loop,n. *고리*",SUNEUNG
"arrangement,n . 준비 , 마련 : 합의 , 협의",TOEIC
"metaphor,n. *은유, 은유법*",SUNEUNG
"overcome,극복하다",GTELP
"currently,현재, 지금",TOEFL
"propound,제시하다, 제출하다",TOEFL
v. *연료를 가하다*,SUNEUNG
"feature,특징",GTELP
"outline,v . 윤곽 을 나타내 다 . 개요 를 서술 하다 n . 개요 , 윤곽",TOEIC
"orally,구두로",GTELP
"abhorrence,혐오, 증오",TOEFL
"allocate,할당하다, 배분하다",TOEFL
"borrow,빌리다",GTELP
"assign,v. *할당하다, 지정하다*",SUNEUNG
"evidently,adv . 분명히 , 눈 에 띄게",TOEIC
"wake up,잠에서 깨다",GTELP
"accountable,책임이 있는",TOEFL
"calculate,계산하다",GTELP
"reverse,n. *역, 반대*",SUNEUNG
"a. *개인의, 개인적인*",SUNEUNG
"receive,v . 받다",TOEIC
"bristle,화내다, 초조해하다",TOEFL
"retail,n. *소매*",SUNEUNG
"vertically,수직으로",GTELP
"fate,n. *운명*",SUNEUNG
"island,섬",GTELP
"track,v . ( 전개 / 진행 과정 을 ) 추적 하다 n . 궤도 , 선로 : 지나온 자국",TOEIC
"hazardous,위험한, 모험적인",TOEFL
"complication,n . 복잡한 상태 [ 문제 1 : 합병증",TOEIC
"investigate,조사하다",GTELP
"reinforcement,n. *강화, 보강*",SUNEUNG
v. *봉인하다*,SUNEUNG
"in order to Root,하기 위해서",GTELP
"complexity,복잡성",GTELP
"shun,피하다, 멀리하다",TOEFL
"discontinue(=quit) -ing,중단하다",TOEIC
"verify,v. *검증하다, 입증하다*",SUNEUNG
"mere,a. *단지 ~에 불과한*",SUNEUNG
"quarterly,adj . 분기 별 의 , 분기 의 adv . 분기 별로 , 분기 마다",TOEIC
"four out of ten,개중에서 넷",GTELP
"skill T,기술 솜",GTELP
"rampant,만연하는",TOEFL
"illuminate,밝게 비추다, 설명하다, 계몽하다",TOEFL
"endorse,승인하다, 지지하다",TOEFL
"fume,n. *연기*",SUNEUNG
"be on ones way to A A,로 가는 중이다",GTELP
"promising location,유망한 장소",TOEIC
"unfortunately,불행히도",GTELP
"alternate,adj . 대체 의 , 교체 되는 v . 번 걸아 ( 교대 로 ] 하다",TOEIC
"novel,n. (장편) *소설*",SUNEUNG
"nickname,별명",GTELP
"estate,n. *소유지, 재산*",SUNEUNG
"enormous,거대한",GTELP
"visual,a. *시각의*",SUNEUNG
"instead,adv . 그 대신",TOEIC
"revolution,혁명",GTELP
"prevent,막다 예방하다",GTELP
"germane,관련있는, 적절한",TOEFL
"state government,주정부",GTELP
"melt,녹다, 녹이다",TOEFL
"mammal,n. *포유동물*",SUNEUNG
n. *집세*,SUNEUNG
"in the meantime,그사이에",GTELP
"impress,v. *~에게 깊은 인상을 주다*",SUNEUNG
"issue,v . 지급 ( 발급 ] 하다 , 발행 ( 출판 ] 하 다 n . 문제 , 쟁점 : ( 잡지 등 의 ) ~ 호 , 출판물 발행",TOEIC
"institute,v . ( 정책 등 을 ) 하다 , ( 절차 를 ) 시작 하다 . n . 기관 , 협회",TOEIC
"curve,n. *곡선, 곡선길,* 속임수, 사기",SUNEUNG
"ingratiating,알랑거리는, 애교부리는",TOEFL
"grindgroundground,갈다",GTELP
"merciless,무자비한, 잔인한",TOEFL
"accompany,동반하다 수반하다",GTELP
"coagulate,(혈액 등) 응고하다",TOEFL
"automatic,a. *자동적인, 기계적인*",SUNEUNG
"boast,v. *자랑하다, 떠벌리다*",SUNEUNG
"enable,가능하게 하다 허락하다",GTELP
"award,상",GTELP
"congratulate,v. *축하하다*",SUNEUNG
"longlasting pain,오랫동안 지속되는 통증",GTELP
"equipment,장비 설비",GTELP
"spare,a. *여분의, 검소한*",SUNEUNG
"appreciation,n . 감사",TOEIC
"infinite,a. *무한의*",SUNEUNG
"vocation,n. *직업, 천직*",SUNEUNG
"suggest,v. *제안하다, 암시하다*",SUNEUNG
"suitor,n. *소송인, 구혼자*",SUNEUNG
"aporeciate -ing,감사 하다",TOEIC
"inaccessible,접근하기 어려운",TOEFL
"keen,a. *날카로운, 예민한*",SUNEUNG
"stretch,n . ( 길게 뻗은 ) 구간 , 지역",TOEIC
"rough,거친",GTELP
a. *목표의*,SUNEUNG
"lasting effect/memory,지속적인 효과 / 기억",TOEIC
"be devoted/dedicated/committed to N/-ing,~에 전념 헌신 기여하다",TOEIC
"lifelimiting illness,불치병",GTELP
"submission,n . ( 서류 / 제안서 등 의 ) 제출",TOEIC
"memorial,n. *기념물, 기념관*",SUNEUNG
"psychic,a. *초능력이 있는, 초자연적인*",SUNEUNG
"diurnal,a. 낮의, 주간에 활동하는 / 매일의",TOEFL
"beaver,n. *비버, 근면한 사람*",SUNEUNG
"n. *걱정, 실망*",SUNEUNG
"hapless,불운한, 불행한",TOEFL
"equipment,장비",GTELP
"expertise,n . 전문 지식 [ 기술 ] . 불가 산 명사",TOEIC
"utmost,a. *최대한의*",SUNEUNG
"lead A toR A R,에게 할 마음이 생기게 하다",GTELP
"atom,n. *원자*",SUNEUNG
"competition,경쟁",GTELP
"sentence,문장",GTELP
"brief,adj . 간략한 , 짧은 v . ~ 에게 간단히 설명 하다 . 브리 평 하다",TOEIC
"conserve,v. *보존하다*",SUNEUNG
"dimension,n . 크기 , 규모 , 범위",TOEIC
"prerequisite,필요조건",TOEFL
"shabby,초라한, 낡아빠진",TOEFL
"literally,ad. *문자 그대로*",SUNEUNG
"lucrative,a. 수익성 있는, 돈벌이가 되는",TOEFL
"conclude,결론짓다",GTELP
"renew,v. *새롭게 하다, 갱신하다*",SUNEUNG
"spectrum,스펙트럼, 범위",TOEFL
"elect,v. *선출하다*",SUNEUNG
"acquire,얻다, 획득하다",TOEFL
"exclaim,v. (감탄하며) *외치다*",SUNEUNG
"exert,v. (힘 · 지식 등을) *쓰다, 발휘하다*",SUNEUNG
"circulate,순환하다",TOEFL
"greatness,거대함 위대함",GTELP
"realize,인식 하다 확실히 이해 하다",TOEIC
"alcohol,n. *알코올, 술*",SUNEUNG
"equilibrium,평형상태, 균형",TOEFL
"shiver,n. *떨림*",SUNEUNG
"movement,n. *움직임, 운동*",SUNEUNG
"distinguish,구별하다",GTELP
"interchange,n. *교환,* 교차점(I.C)",SUNEUNG
"dally,꾸물거리다, 시간 낭비하다; 가지고 놀다, 희롱하다",TOEFL
"fatuous,어리석은, 바보같은",TOEFL
"ruthless,A.무자비한,무정한;냉혹한",TOEFL
"n. *상기,* 철회, 회수",SUNEUNG
a. *화려한*,SUNEUNG
"locate,v. *~에 위치하다,* (위치를) 찾아내다",SUNEUNG
"autograph,서명, 서명하다",TOEFL
"identify,확인하다",GTELP
"elegant,a. *고상한, 우아한*",SUNEUNG
v. 종종 방문하다,SUNEUNG
"proper,a. *적절한, 알맞은*",SUNEUNG
"sprout,n. *싹*",SUNEUNG
"prestigious,훌륭한, 일류의",TOEFL
"attach,붙이다 부착하다",GTELP
"injurious,해로운, 유해한",TOEFL
"era,n. *시대*",SUNEUNG
"margin,n. *가장자리*",SUNEUNG
"fall in love,사랑에 빠지다",GTELP
"frustrate,v. *좌절시키다*",SUNEUNG
"utility,n. *효용,* (수도 · 가스 등) *공익 설비 시설*",SUNEUNG
"gunshop,총격",GTELP
"occur,v. (사건이) *일어나다, 발생하다*",SUNEUNG
"object,v . 반대 하다 , 이의 를 제기 하다 n . 물건 , 물체 : 목적",TOEIC
"exhausted,녹초가 된 기진맥진한",GTELP
"cozy,a. *아늑한*",SUNEUNG
"all of a sudden,갑자기",GTELP
"turn red,얼굴이 붉어지다",GTELP
"v. *반박하다,* 말대꾸하다",SUNEUNG
"encounter,v. (우연히) *만나다*",SUNEUNG
"conquer,극복하다, 정복하다",TOEFL
"renovation,n . 보수 공사 , 혁신 , 개혁",TOEIC
"evenly,균등하게",GTELP
"insect,곤충",GTELP
"phenomenal,놀랄만한, 경이적인",TOEFL
"several,몇몇의",GTELP
a. *현재의*,SUNEUNG
"vote,n. *투표*",SUNEUNG
"dignity,n. *존엄*",SUNEUNG
"toss,v. *던지다*",SUNEUNG
"impudent,무례한, 불손한, 건방진",TOEFL
"go through,겪다",GTELP
"muscle weakness,근육약화",GTELP
"passenger,승객",GTELP
"ordering procedures,주문 절차",TOEIC
"psychology,n. *심리, 심리학*",SUNEUNG
"analogous,유사한, 비슷한",TOEFL
"instruction,교육 명령 지시",GTELP
"deadly,치명적인, 생명을 앗아가는, 극도록 몹시",TOEFL
"fragile,깨지기 쉬운",TOEFL
"lethargically,혼수상태로, 나른하게",TOEFL
"belong to,에 속하다",GTELP
"restrict,v. *제한하다, 한정하다*",SUNEUNG
"be busy ing,하느라 바쁘다",GTELP
v. *위험을 감수하다*,SUNEUNG
"congratulate,v . 축하 하다",TOEIC
"enact,v. *법제화하다, 제정하다*",SUNEUNG
"remedy,치료, 구제책",TOEFL
"newly purchased item,새롭게 구입 한 IT",TOEIC
"prevoke,v. *선동하다, 자극하다*",SUNEUNG
"attend,출석하다",GTELP
"aspire,v. *열망하다, 동경하다*",SUNEUNG
"proceedings,n . 회의록 , 의사록",TOEIC
"register,n. *등록*",SUNEUNG
"sepulcher,n. 무덤, 매장소",TOEFL
"of no use,쓸모없는 무익한",GTELP
